review,sentiment
"I love this film 'Spring and port wine'. I was born in Leigh, a town about 7 miles away from Bolton, I moved to Bolton in 1965 when I was 20. My place of work was daily via Little Lever through Farnworth, sometimes on a bike but then by car when I could afford it.The film brings back all the memories of the working class neighbors who were almost always broke but who would always help you if they could. Fred Dibnah was round the corner from Bromwich St. were my bedsit was. If you didn't see the film when first released then you may be forgiven for comparing it to a soap such as Coronation St, well I agree it is a soap, but then, it was called 'Kitchen Sink Drama!' Watch this film for the talented cast who shortly afterwards became household names from frequent roles on TV, I watch mainly for the shots of the locality and the feel good factor of people being poor but happy!",positive
"This movie is truly amazing,over the years I have acquired a taste for Japanese Monster movies and am well aware that early examples of this genre can be poor. However this one reaches a new low, as it follows the adventures of Johnny Sokko(?), a young boy who controls a Giant Robot, and his fight against the evil Gargoyle Gang, who seem to have an endless supply of horrid giant monsters at their disposal.",negative
"This movie is a blatant attempt by the left in Hollywood to portray Reagan's administration as incompetent and bungling. Some mistakes may have been made at the time of the crisis, but I'm sure not to the extent portrayed in this lame movie. My first reaction was that this movie had to have been directed by Oliver Stone, but I was wrong this time. There are apparently many others.",negative
"A very funny movie. It was good to see Jim Carrey back in top form. It was definitely worth the price of admission. Morgan Freeman and Jennifer Aniston both played outstanding supporting roles in this film. I think they may have played the dog a bit too much however, still a good film to see.",positive
"This film show peoples in the middle of the hottest 2 days in Austria. It shows people humiliating other peoples and being cruel to other peoples. It show the inability of people to communicate or talk with others.<br /><br />In the screening I have attended people were leaving in the middle because they could no longer watch the film. And rightly so. Because the film is not and easy one to watch. It has a very depressing message and there isn't any moment of mercy in the film. It is a very cruel movie, not for everyone's taste. You can not speak of terms of enjoyment from this film. It grips you in your throat and never let go and in the end you simply feels breathless because of its intensity.<br /><br />I can not ""recommend"" or ""not recommend"" this film. You should make your own mind based on what I have said earlier. Just be aware that this is not a regular film and it is not for everyone's taste.",positive
"All ambiguity about Michael Myers has withered away thanks to this series' chronic habit of arseholing about with its continuity and pulling relatives out of nowhere. This entry introduces the potty angle that he's not just a psycho killer but is actually controlled by runes, which appear as a star constellation every Halloween, and a cult is using him to... erm, well, this film is far from coherent and I lost track of the plot after a while. The movie hemorrhages credibility so profusely it doesn't have a drop left by the end. Why does Michael put one victim's clothes in a washing machine? Why does an otherwise empty corridor have a deadly spike sticking out of the wall? Does getting electrocuted really make your head explode? And so on. It's left to Donald Pleasence, in his penultimate film role, to produce some wonderful little moments from the pile of dreadful dialogue he's given.",negative
"Oscar Wilde's comedy of manners, perhaps the wittiest play ever written, is all but wrecked at the hands of a second-rate cast. Sanders is, as one would expect, casually, indolently brilliant in the role of Lord Darlington, but the rest of the cast makes the entire procedure a waste of time. Jean Crain attempts a stage accent in alternate sentences and the other members of the cast seem to believe this is a melodrama and not a comedy; indeed, the entire production has bookends that reduce it to tragedy -- doubtless the Hays office insisted. Preminger's direction seems to lie mostly in making sure that there are plenty of servants about and even the music seems banal. Stick with the visually perfect silent farce as directed by Lubitsch or even the 2004 screen version with Helen Hunt as Mrs. Erlynne; or try reading the play for the pleasure of the words. But skip this version.",negative
"I was very surprised how bad this movie was. Nice cinematography and beautiful landscapes can only take the movie so far. I was hoping for a rerun of Hero, but this is much, much worse.<br /><br />This movie is why kung fu movies got a bad reputation in the first place. No believable characters (even within the cartoonish world of kung fu movies, these characters are ridiculous), virtually no plot, and ridiculous story twists.<br /><br />This movie is so boring and so frustrating because it reminds you of trying to play a make believe game with a child. Every time you think your silly battle makes some sense, they invent another ridiculous twist that makes no sense (""Ah ha, you only think you've got me with your super powers and 10,000 ray guns, but I ate my vitamins laced with plutonium and teflon, so your ray guns don't work and I'm invulnerable to your super powers....tap tap no trade backs infinity PLUS one."") Children can continue with this lunacy, because they don't really care whether anyone is listening because they are having a fun time. However, for the VIEWER, especially the adult viewer, this long movie is worse than a bout with bad gas.<br /><br />SPOILERS AHEAD Note to kung fu movie makers, (a) if you have a knife in your back it hurts unless you are on PCP, in which case your kung fu is not strong, (b) if you repeatedly fall on your back, which has a knife in it, it will hurt more and do more damage, unless it is a fake prop, (c) when you get stabbed in the heart with a knife, you die, especially in ancient china where there isn't a Kaiser Permanente around the corner, (d) kung fu fights don't last for hours while 3 feet of snow falls, and (e) sometimes it is worth while explaining your characters and their motivations.<br /><br />In any event, go watch Hero again, because at least within its own little world it is comprehensible.",negative
"Yet another version of mother of all gangster flicks-the Classic ""Godfather"" and yet another case of over-hype due to media circus. Sarkar, the 13th Hindi film of Ram Gopal Varma as director is also the weakest in his Underworld trilogy including the other two being the excellent-Satya and Company. The Charisma, the magnetic persona of the two Bachchans playing father-son duo on screen for the first time is definitely a treat to watch out for. Not just strong performances but their perfect chemistry is the biggest scoring point here for which Varma should be applauded. However, the same equation of the duo is missing with the other characters in the film. Reason-the other characters look more like cardboard caricatures esp. the villains represent the typical Bollywood baddies. A character who attracts attention is elder son played by Kaykay but again not able to hold due to half-baked characterization. . The Drama and conflict is brought alive by the excessive use of Close-shots, which brought a claustrophobic effect rightly needed to construct an ambiance. The haunting Score (Amar Mohile) and the sound design (Kunal Mehta, Parikshit Lalwani & Anup Dev), together with dark, murky background overlapped by shinning powerful images (camerawork by Amit Roy) contributes to Visuals so typical of Ramu's style. But there is an overuse of Music though fortunately no songs are there in the film. But can interest of today's ""intelligently growing"" audience be sustained just on shoulders of two performers and strong Visuals ? I don't think so. Surely, audience ""maangey more"" and here film fails to deliver. In any adaptation, in order to add a new dimension, the biggest pre-requisite is the Screenplay, which is sluggish here not being crisp at places, and therefore the pace slackens quite often. What finally audience is subjected to is a highly predictable, very commonplace drama with very little surprise elements. Top Stunt director Allan Amin Ghani is also not in his best form. Some scenes which require a different treatment includes- a Minister is talking foul about Sarkar and the son is overhearing; a very amateurish shoot out in the jail on Sarkar, Sarkar Jr. escapes from the clutches of his enemies, a Son easily motivated to kill his own father, a son is secretly entering his father's room to kill him, a police commissioner slapping Sarkar Jr-all this requires a more realistic, hard-hitting approach which is the back-bone to create the required conflict. The dialogues are weak for eg. look at an amateurish line where a CM says to Sarkar Jr. ""Wo jo Police Commissioner tha na usay maine hata diya"".. The women folk take on Sarkar's working is completely ignored. The uninterrupted negotiations about criminal activities while Sarkar is with his family also look slightly out of place In fact, the film follows a graph quite similar to Ramu's own production-Ab Tak Chhappan. In depicting the battle between good and evil, the other side of life-the law, police, administration, politics is completely ignored. Certainly, more is expected in content. Here the film definitely falls short and could not rise above an average fare. Dear Ramu, agreed that now you are laughing your way to the bank, you definitely need to take some drastic overhauling measures in your film production factory, before it is too late.",negative
"Still haven't read a single Dan Brown book, but I watched all his movies adaptations. I won't fall into the game to rate this one with the previous because the scope isn't really the same: actually, this one is a thriller, a race against time filled with puzzles.<br /><br />The plot is very twisted, imaginative and the cast is excellent: I never been a great fan of Hanks but he delivers well. I noticed his jeans shirt (the one spilled with blood) because I search for one like this in vain! The Italian searcher is a brilliant newcomer for me but I really applauded Ewan MacGregor portrayal: his inner faith and calm is really impressive.<br /><br />I really like the debate between science and religion. The action taking place in the Vatican, it felt like vacation. At last, I am not sure it helps to add new converts into Christianism. With all the gold and man presence displayed, any one would ask what charity means and why women are so dismissed of the church life whereas they stand for half or more the believers.",positive
"I didn't know anything about this movie before I watched it. It seems to be a lesser-known teen horror from the 80's. What struck me were the ways it differed from so many other movies from that era.<br /><br />The first thing I noticed was how slowly this movie builds. It doesn't do the typical setup of showing characters being murdered one by one. It takes its time building the back story, leaving a little bit of mystery about what might happen. I was almost starting to think no one would even really get hurt in this movie. But everything leads to the climatic sequence during the last 15 minutes, and then it gets fairly graphic (this was a bad time to take a snack break--I almost couldn't finish my pizza once it started).<br /><br />The characters also seem slightly more three-dimensional than a lot of the cheap teen scare flicks. There conversations were refreshingly level-headed for the most part, as opposed to the over-the-top stereotypes you'd expect. For example, the girl who is the popular, snobby, queen-bee of the clique isn't constantly spouting insults at everyone, but is capable of having doubts and showing some consideration for others.<br /><br />So, to summarize, I felt this movie was somewhat original compared to what I expected, and a little better made as well. It drew me in, kept me interested, and then let me have it. As I said, it's pretty gory during the finale, but almost family friendly much of the rest of the time. I don't need to own it, but I'm glad I discovered it.",positive
"It's been said several times - not least by me - that watching an Eric Rohmer film is like watching paint dry; it seems that Monsieur Rohmer resents this (he doesn't deny it, but then how could he, he just resents it) so much so that his new movie, which may also be his last, Inch Allah, is set so far back in time that it's like watching woad dry. Those wonderful people who gave you the Nouvelle Vague, Cahiers du Cinema have already named it one of the best films of 2007 so that should give you some idea. Reality is not high on Rohmer's agenda so that in 5th Century France we have at one extreme a château that would not be out of place in the Loire valley whilst the only other dwelling we see is a rude wooden hut. The story involves nymphs and shepherds and as he often does Rohmer has cast it with unknowns who just happened to be passing so that the overall effect is that the annual class play at a school for Special Needs pupils was captured on film by accident. One is almost tempted to say 'Come back Godard, all is forgiven' but even this woeful production can't make me utter those words.",negative
"A ""friend"", clearly with no taste or class, suggested I take a look at the work of Ron Atkins. If this is representative of his oeuvre, I never want to see anything else by him. It is amateurish, self-indulgent, criminally shoddy and self-indulgent rubbish. The ""whore mangler"" of the title is an angry low budget filmmaker who murders a bunch of hookers. There is a little nudity and some erections, but no single element could possibly save this from the hangman's noose. The lighting is appalling, the dialog is puerile and mostly shouted, and the direction is clueless. I saw a doco on American exploitation filmmakers during the recent Fangoria convention. Atkins was one of those featured. He spoke like there was something important about his work, but after a viewing of this, I see nothing of any import whatsoever. There is no style, either, and the horrible video effects (like solarization) only enhance the amateurishness. Not even so bad it's fun. Avoid.",negative
"I first saw this movie around 1968 and if I don't see it once or twice a year, I'm surprised. I've always found it engrossing, well acted, and, for Hollywood, surprisingly accurate historically. I heartily give it 10 stars and recommend it highly!",positive
"This one is bad. A really bad and boring crime movie that has nothing out of the ordinary in it. A series of crimes, the killer that you do not see throughout the whole movie, the classic investigations. And also the classic tale about a cop who figures out what's going on and isn't believed by anyone, so he has to fight by himself to reveal the truth. Not too much in this one. Vote: 4 out of 10.",negative
"Having seen the first ten episodes, I must say this show sucks. <br /><br />What bothers me the most, is that the show was shot in Canada. I know it's cheaper, but they should have shot it in California, so we could have had scenes in the desert. That would have been more true to the movie. The first scene where they are outside in another world is in the mountains, with lots of pinetrees where it looks cold. That does'nt feel very Egyptian. What worked so well in the movie was that it felt like you were in the ancient Egypt. Here it feels like they're running around fighting aliens in a Canadian forrest. And it's so lame that appaerantly, on other planets, the fall comes as well. You can see leaves on the ground in the forrests that all look like forrests outside Vancouver. It just makes the show even more unbelievable and dumb. <br /><br />And then there is Richard Dean Anderson. He is no Kurt Russel. Sure he does a decent job and he tries to copy Russels performance a little bit, but he is just not as cool as Russel. And not nearly as good an actor as Russel. And Russells way of playing O Neill, well he was much more cynical. Andersons O Neil, is way too soft. I liked it that Russels version just did'nt give a s*** and had no trouble detonating the bomb until the very end of the movie. <br /><br />Michael Shanks does a really good job as Jackson though taking over from James Spader.<br /><br />Teal'c is a really annoying character. He is Jaffa. Not a Jaffa. Just Jaffa. Aaaarrgh!! A former bodyguard of a pathetic Ra character, seen only in the pilot and in one other episode so far. Teal'c speaks talks and acts like a robot. I've seen better acting from Jean Claude Van Damme.<br /><br />And the fact that Teal'c and the Ra character and the people they saved in the movie, can speak English all of a sudden is also incredibly dumb. What made the aliens so scary in the movie was that they spoke an ancient language and were real monsters. <br /><br />As for the special effects, they are really good in the pilot. But the very rare effects in the actual show are badly done and looks cheap. Especially a planet they visit with crystals. It's so obvious they walk around on a soundstage with a badly made painting in the background. It's an insult to us viewers that they made it look so cheap. Especially when they could have made it in front of a bluescreen with cgi backgrounds. <br /><br />The X-files had better effects when they aired their first episodes in 1993. That was 4 years before SG-1 started. And they did'nt have the apparent two million dollar budget per episode, that SG-1 supposedly had. They must have spend all the money on catering. Because I don't see it on the screen. <br /><br />Incredibly boring and pointless show, that could have been great if they had shot the show in Hollywood with a bigger budget and better writers and better characters.",negative
"That's what I thought, when I heard about the cast of Inglorious Basterds. And I'm both from Germany and into movies.<br /><br />That guy is older than 50 and so far he almost only played in mediocre TV series - and even there he didn't play the main parts. Obviously nobody ever noticed, what he's capable of. Now, thanks to QT, he got one shot to change that - and - let's put it this way - that was a bingo! He is the living proof of what a great caster Tarrantino is.<br /><br />By the way: I think it's a great privilege to watch the movie as a German - being able to understand everything. And the German dialog is written almost as good as the English.<br /><br />Now I could repeat, what many others have written here before. I'll put it short: Finally, QT is back.",positive
"Unfortunately, SpaceCamp came out about the same time as the Challenger Explosion. Which really put a crimp on when to bring it out or even if they should, bring it out. I'm glad they did. I first watched SpaceCamp at a drive-in movie. Which really enhanced the viewing a lot.<br /><br />While I had heard of Lea Thompson and Tom Skerritt. I had never heard of the others in the movie. So, it came as a big shock to me to find all those youngsters acting, and acting real good! Of course, Kate Capshaw was excellent too.<br /><br />I especially liked the scenes, where those kids were being shown how to act, as a team. The scenes of the kids being prepared for a trip they could only hope for. The actual launch of a spacecraft, is of course, old news to us. However, this one was different.<br /><br />All in all, this is one of my most treasured films. Escapist maybe, but it was fantastic for a space nut like me. After probably renting it for 30 - 40 times. I finally found it available in a certain store and bought it. Now, if it only comes out on DVD. I will probably have it forever. This movie gets a 9 out of 10 from me.",positive
"Well...now that I know where Rob Zombie stole the title for his ""House of 1,000 Corpses"" crapfest, I can now rest in peace. Nothing about the somnambulant performances or trite script would raise the dead in ""The House of Seven Corpses,"" but a groovie ghoulie comes up from his plot (ha!) anyway, to kill the bloody amateurs making a low-rent horror flick in his former abode! In Hell House (sorry, I don't remember the actual name of the residence), a bunch of mysterious, unexplained deaths took place long ago; some, like arthritic Lurch stand-in John Carradine (whose small role provides the film's only worthwhile moments), attribute it to the supernatural; bellowing film director John Ireland dismisses it as superstitious hokum. The result comes across like ""Satan's School for Girls"" (catchy title; made-for-TV production values; intriguing plot) crossed with ""Children Shouldn't Play With Dead Things"" (low-rent movie about low-rent movie makers who wake the dead); trouble is, it's nowhere near as entertaining or fun. ""The House of Seven Corpses"" is dead at frame one, and spends the rest of its 89 minutes going through rigor mortis, dragging us along for every aching second...",negative
"I bought Dark Angel seasons 1 & 2 two weeks ago, after catching a couple of season 1 episodes on Channel 5. Nothing prepared me for how brilliant the show is. I haven't enjoyed anything as much since Firefly (also and amazing show). I'll admit Season 2 wqasn't quite as good, but there are still some amazing episodes (see Designate this, Bag 'Em, the Berrisford Agenda, Harbor Lights, Freak Nation etc.) and Alec is great. I've heard some of the plans for the would-be season 3, and I have to say, I can't believe it was cancelled - I won't spoil it for you - but it would have rocked! I also think it has a lot of potential as a movie (although at the moment it seems highly unlikely). As proof of my obsessiveness, Max's barcode number is 332960073452, and in the two weeks I've had it, I am 3 episodes away from having watched both seasons twice. It's just too good.",positive
"One of the most macabre, depressing, yet eye-opening docs. I've watched in awhile. There's no narration or story that's told, just a ""third eye"" type camera following around 2 couples of heroin addicts in NYC through the seasons. Watching them shoot up on the floors of public washrooms then ""clean"" their needles in the public toilets... sometimes it's a bit too much and you need to hit pause just to go for a breather.<br /><br />Anyone currently in recovery of alcohol/drug addition should watch this when they're craving - it really shows you to what you could be going back to! After seeing this it's a wonder how anyone could even try this drug to begin with.<br /><br />The only thing it needed was a follow up at the end to tell where these people are today. Judging from what is shown in the doc., there's no hope for any of them. They mention wanting to get better and quit, but it seems the only end to their habits is to quit by way of dying.<br /><br />This definitely isn't for all audiences. I found myself kind of like watching a car accident - after I started watching it I just couldn't turn it off. I had to keep watching with a dark/morbid fascination of what it's like inside the lives of these addicts.",positive
"In what I can say was a theft of my time I was taken to see this movie and I must say what a horrible experience. Fay Ann Lee is a terrible actress and is unconvincing in this movie. Larryjoe76 is obviously a shill reviewer. The plot is thin to say the least, the Cantonese dialog is not funny. See this movie at your peril.<br /><br />David Tang from Shanghai Tang should be after the movie for the little or no revenue this movie will generate. The banal plot attempts to compete with other rom-coms out there, and just blends into the scenery. It was like watching paint dry. <br /><br />In short this movie was a total waste of time and space. I've seen better movies on youtube.",negative
"Jack Brooks' quirks are, at first, somewhat charming and lend to the deliberately campy feel of the beginning of this movie.<br /><br />I found myself getting angrier and angrier as I was duped into seeing this one through to the end, in hopes that the payoff would be worth the super-tedious wait.<br /><br />The climax can't begin to make up for all the setup time.<br /><br />Normally one might expect shallow characters from this genre. But the fact that the wait-time-before-action index is so high, should mean that the meantime would be devoted to some interesting character development.<br /><br />Not so.<br /><br />While not without its initial charms, this movie ultimately infuriates, and disappoints.<br /><br />Wish I could get all that setup time back, to reinvest it into something that pays off.",negative
"Check out the first 20 minutes even though the suspense hasn't yet kicked in. We get a pretty good look at super-secret Los Alamos just a few years after the big bomb test that helped end WWII. Except for the tight security, it looks unthreatening enough. Note how it's a TV repairman, an obvious regular guy, who takes us through security. Once through, it's like any-town-USA, nice homes, quiet streets, kids going to school, and a family TV on the blink. Later on we see little Tommy and little Peggy frolicking along streets lined with impressive looking facilities separated by locked gates. The movie appears to be saying, ""Okay, we're tough, only because we have to be. But, basically, we're still just folks.""<br /><br />Now, I expect that was a comforting message to Cold War audiences still not used to government's ""dooms-day"" research. It's a clear effort at popular reassurance. The one darker note is when Tommy's mother (Clarke) worries about her son's mental state. He doesn't say, ""When I grow up""; instead, it's, ""If I grow up"". That note of doubt not only reflects a Los Alamos reality, but also a national one that in 1952 had just seen footage of the apocalyptic H-bomb. Note too, how professionally FBI agents are portrayed, a standard feature of McCarthy era fare. When brute force is needed, it's not they, but private citizen Gene Barry who thrashes out the informationan early version, I suppose, of modern era ""rendition"".<br /><br />Once the kidnapping occurs, the suspense doesn't let up. The intrigue is nicely handled with colorful LA locations that keep us guessing. The climactic scenes around the cliff dwellings may not be plausible as a hiding place, but the view of northern New Mexico is great. Then too, the ancient stone apartments amount to one of the more exotic backdrops of the decade. Note also the extensive use of the police helicopter just coming into use as a law enforcement tool. Among an otherwise subdued cast, Nancy Gates remains a sparkling presence as teacher Ellen Haskell. Never Hollywood glamorous, she was still a fine unsung actress and winning personality. I also expect this was one of director Hopper's more successful movie efforts, and though people have since gotten used to the nuclear threat, the movie remains a revealing and riveting document of its time.",positive
"I saw this film opening weekend in Australia, anticipating with an excellent cast of Ledger, Edgerton, Bloom, Watts and Rush that the definitive story of Ned Kelly would unfold before me. Unfortunately, despite an outstanding performance by Heath Ledger in the lead role, the plot was paper thin....which doesn't inspire me to read ""Our Sunshine"". There were some other plus points, the support acting from Edgerton in particular, assured direction from Jordan (confirming his talent on show in Buffalo Soldiers as well), and production design that gave a real feel of harshness to the Australian bush, much as the Irish immigrants of the early 19th century must have seen it. But I can't help feeling that another opportunity has been missed to tell the real story of an Australian folk hero (or was he?)....in what I suspect is a concession to Hollywood and selling the picture in the US. Oh well, at least Jordan and the producers didn't agree to lose the beards just to please Universal...<br /><br />Guess I will just have to content myself with Peter Carey's excellent ""Secret History of the Kelly Gang"". 4/10",negative
"Avida is a game of words mingling life and eagerness, but I personally think this movie was overblown by its ambition and does not make justice to its title. It gathers a set of awkward characters united by unbelievable links. Furthermore, the way everything is connected at the end is, in my opinion, a bit pathetic. What remains of it was a set of images... an interesting one, but not enough to make this a good movie. <br /><br />I believe this film is supposed to be a comedy, but I surely didn't noticed! The nonsense and caricatural nature of the movie is actually the only good thing about it, but when it drags on an on and on it becomes no longer bearable. I have to say I fought hard to continue seeing it until the end, and I am still not sure it was worth it...",negative
"Ostensibly this is a Z-grade DTV horror film.<br /><br />But with lines like :<br /><br />""It's easy to die, I have, many times""<br /><br />and<br /><br />""Why are you reading that book ?"" ""Because it makes the plot more interesting""<br /><br />and<br /><br />""You made your way in here, now you can make your way out again !"" (after he leads a man into the basement)<br /><br />(and take a listen to what they chant)<br /><br />- it's not that clear what this film, made in the era known for post-structuralism, is actually about, or whether its just bad film-making. The acting is atrocious, but some actors I know, so are they hamming it up ?<br /><br />An old house, cut obviously with a contemporary dwelling, is the site of murders. A (bad) film is made in the grounds and the story replays again.",negative
"Directed by Michael Curtiz, Four Daughters is about four musically gifted sisters, their suitors, and their father, a minor conductor.Playing sardonic, quick talking Mickey Borden is John Garfield in the role that made him an instant star.The movie also stars Claude Rains as Adam Lemp and the Lane sisters, Lola, Rosemary, and Priscilla, and Gale Page as his spirited daughters.Its definitive scene takes place in the Lemps' living room. Cigarette hanging from his lips, Borden is playing one of his own compositions. Priscilla Lane's Ann Lemp tells him the piece is beautiful. But he says, ""It stinks."" He continues: ""It hasn't got a beginning or an end, only a middle."" Ann urges him to create a beginning and an end. Borden replies, ""What for? The fates are against me. They tossed a coin--heads I'm poor, tails I'm rich. But they tossed a two-headed coin."" Audiences loved the way Garfield, in his tough city voice, said It stinks. That scene created Garfield's screen persona as the eternal outsider. Four Daughters is a slice of Americana with Garfield, in a compelling performance, supplying more than a hint of darkness.<br /><br />",positive
"In a word, this film was boring. It lacked life and spark. A big problem is with the two leads. Jude Law and Gwyneth Paltrow had no chemistry whatsoever. He was boring, and she was annoying. <br /><br />The visuals were interesting, but they didn't enhance the scenes. If anything, the visuals tended to detach the audience from what was happening on screen. None of the action sequences felt real, and hence, the film failed to create any real drama or a sense of danger.<br /><br />The film had potential, but it needed a better script, better acting, and a better director. I kept thinking during the film, you know, this movie would've worked if Harrison Ford was Sky Captain, Karen Allen was Polly, and Steven Spielberg was the director. <br /><br />Ignore the critical acclaims for this film. The critics I think are praising the film because they *want* to like it and want it to succeed even though it fails on so many different levels.",negative
"For three quarters of an hour, the story gradually develops towards a pivotal point of some sort. Although it is overburdened with scenes that just seem to be intended to dull the viewer and lure him away from the actual plot, there is something happening. It is not much and it certainly is not obvious. The combination of palace impressions and story-driving scenes do not add any depth or insight to the whole cast of characters. In fact, they keep them sterile as there is no character development at all. Everybody just remains spinning and centered around their own cliché and role - the cute, kinda headstrong girl; the fighting überwoman, the snobby aristocrat. The male lead does not seem to have any distinction at all, he is a shallow presence, which, actually, doesn't even matter as he is only there because the storyboard required him to - it seemed like he was on vacation and got caught up. When the point comes of turning the corner in terms of what happening, the movie first snaps completely blank for a couple of minutes and then becomes ridiculous. It solves - or better, dissolves - itself with a by-the-book Deus Ex Machina, more clichés and some of the most crude plot devices and choices I have ever seen. It's history, alright. First the movie's a drama though it's supposed to be comedic, and then it turns into a farce. The protagonists do what they are expected to do, and there are no surprises. The first set of somewhat serious antagonists however gets replaced by a couple that literally was just bored. Maybe that was some kind of nod towards the audience.<br /><br />This movie does not get any bonus from me for underlying philosophical meaning (since there is none) nor for its technical realization. The animation and editing is fair and so's the sound mixing; but it is by no means outstanding or even above the average Japanese productions of the late 1980's. In fact, the visual treats seem static, un-inspired and un-original.<br /><br />Worst of all - it totally fails to entertain, even if you don't bother with characters and all that stuff. There's too little going on here, and the rest is corny at best. Get a real Ghibli instead, have a feast with it and keep your fingers off this one.",negative
"I couldn't not recommend a Christmas movie more than this worthless piece of drivel (trust me, double negatives are required here -- it's that bad). This film was in trouble from the opening credits when it was revealed that the screenwriter was the same person as the songwriter. The musical numbers are all far too long and none of them any good (""Thank You Very Much"" has a decent melody, but the lyrics are stupid beyond words). I would gladly bear the chains worn by Scrooge in the film's bizarre hell sequence than sit through this insult to movie musicals again.<br /><br />The only entertaining part of this movie (completely unintentional by the way) involves Alec Guinness as Jacob Marley. Dressed in a silly powder white costume, Guinness foppishly prances through his scenes in what was either an attempt to make it appear as though he was floating like a ghost, or to show his utter disdain with having to be in this dreadful movie. Albert Finney, meanwhile, blends the best of Alistar Sim and Charles Laughton to create his hopelessly loathsome character of Quasimodo/Scrooge. Finney's Scrooge is so hideous a person, it's impossible to believe his transformation.<br /><br />Steer clear of this abomination of filmmaking at all costs.",negative
"I happened upon this film by accident, and really enjoyed. Timothy Busfield's character is without redeeming qualities, and at one point, Busfield and star Meloni ogle women as they pass by...Meloni's take on the parade is different from Busfield's. Janel Maloney is terrific...She looks very much like Tea Leone, but the major difference here is that Janel can actually ACT. Some very nice things in this film and well worth your attention when it's on cable.",positive
"This film is advertised as a clever romantic comedy. It is neither clever nor romantic and it is definitely not an effective comedy. The fortunes of the well meaning yet pathetic character, ""Tom"", oscillate from one extremely embarrassing disaster to another. The only saving graces are the competent performance by Toni Collete and the frequency with which we glimpse Paltrow's pleasant face. Overall, to be avoided!",negative
"I watched this movie and the original Carlitos Way back to back. The difference between the two is disgusting. Now i know that people are going to say that the prequel was made on a small budget but that never had anything to do with a bad script. Now maybe it's just me, but i always thought that a prequel was made to go set up the other movie, starring key characters and maybe filling in a bit about life that we didn't know. Rise to Power is just a movie that has Carlito's name. There should have been at least a few characters from the original movie, the ending makes no sense in relation to the original. In the end of this movie he retires with his sweet heart but how the hell do we get him coming out of prison in the next movie? And his woman isn't even the same woman that he talks about as his only love in the original. I would say the movie is mildly entertaining in its self, with a few decent bits but it pales when held up to it's big brother. Don't lay awake at night waiting to see this, watch the original one more time if you really need a hit.",negative
"I only saw this film once a quarter of a century ago, yet it's impact has never left me and I can still remember even now my reactions to it.I was mesmerised by the breadth and the sheer beauty of so much of the photography. I was astounded that an American studio could produce such a European film with it's slow pace and its unfocused plot. The lack of any strong characters felt like a flaw but I raged at the completely unnecessary ending on the yacht which seemed as though it was bolted on to give some kind of plot cohesion and which was entirely at odds with the style of the rest of the picture.It was also refreshing to see a western which made no pretence about the brutality and exploitation that so often was the unfortunate detritus of the American Dream.The western scenes and sets also had an authenticity which was entirely new to me and which prefigured the recent Deadwood series.The film was massively cut for the American audience and its my very real wish that in these days of Director's Cuts that Michael Cimino is given the opportunity of a fresh edit in the light of reflection - a cut which could turn this ill fated movie into the masterpiece it had the potential to become. I have now seen the original first cut and the network of relationships makes so much more sense,although Christopher Walken is responsible mainly for carrying this off. If only De Niro and not Kris Kristofferson had Played the main lead!There was still a massive preoccupation with creating the reality and atmosphere to the detriment of a good script. Nevertheless, the camera work was so cleverly handled that at times you could almost believe you were inside the action yourself.And there were many special moments. Everybody arguing in the hall in different languages trying to overcome their national differences and seek some unity of action in face of the impending disaster gave a real insight into the difficulties facing the welding together of the USA: especially when the threat came from a combination of the old elite and money.Nate's faltering approach to Ella when she first visited his cabin stood in stark contrast to the violence that was to follow and was another one. I had a special showing with a large group of mates to see the new cut and we all enjoyed it whilst having varying reservations.This revisionist and much closer to the truth version of events was probably too much for Americans to take when the film was first released but we all felt it had enormous merit and that its place in cinema history was also due for major revision",positive
"A gang of bandits lead by the shrewd, rugged, ruthless Monetero (a perfectly imposing performance by Gilbert Roland) steals $300,000 worth of gold coins during a daring train robbery. But untrustworthy member Bahunda (an amusing turn by Jose Torres) makes off with the coins and hides them. Unfortunately, Bahunda gets killed before he can tell Monetero where he stashed the booty. So Monetero has to join forces with cunning, cocky, enigmatic bounty hunter the Stranger (smoothly played by the handsome George Hilton) and cagey, corrupt banker Clayton (a delightfully weaselly portrayal by 50's teen idol Eddie ""Kookie"" Burns) to find the coins. Skillfully directed by Enzo G. Castellari, with a clever, complex and twist-laden script by Castellari, Tito Carpi, and Giovanni Simonelli, a playfully amoral and nihilistic tone (everyone keeps double and triple crossing each other with happily greedy abandon), a twangy, flavorsome, spirited score by Alessandro Alessandroni and Francesco De Masi, plenty of stirring shoot-outs and rousing rough'n'tumble fisticuffs, a wickedly sly sense of self-mocking humor, a steady pace, and a real doozy of a surprise ending, this giddy and often hilarious feature makes for an inspired send-up of Sergio Leone's ""The Good, the Bad and the Ugly."" Popping up in nifty secondary parts are the luscious Stefanie Careddu as Monetero's fiery gal pal Marisol, Ivano Staccioli as a hard-nosed army captain, and Gerard Herter as flinty lawman Lawrence Blackman. An immensely amusing and enjoyable romp.",positive
